year,month,bin,bin_definition,events
2025,6,26_50,Events with 25< number of reports <= 50,5
2025,7,26_50,Events with 25< number of reports <= 50,4
2025,8,26_50,Events with 25< number of reports <= 50,9
2025,9,26_50,Events with 25< number of reports <= 50,17
2025,10,26_50,Events with 25< number of reports <= 50,7
2025,11,26_50,Events with 25< number of reports <= 50,15
2025,12,26_50,Events with 25< number of reports <= 50,9
2025,1,51_99,Events with 50< number of reports < 100,5
2025,2,51_99,Events with 50< number of reports < 100,1
2025,3,51_99,Events with 50< number of reports < 100,6
2025,4,51_99,Events with 50< number of reports < 100,7
2025,5,51_99,Events with 50< number of reports < 100,6
2025,6,51_99,Events with 50< number of reports < 100,4
2025,7,51_99,Events with 50< number of reports < 100,2
2025,8,51_99,Events with 50< number of reports < 100,6
2025,9,51_99,Events with 50< number of reports < 100,7
2025,10,51_99,Events with 50< number of reports < 100,3
2025,11,51_99,Events with 50< number of reports < 100,19
2025,12,51_99,Events with 50< number of reports < 100,9
2025,1,100_plus,Events with more than 100 reports,0
2025,2,100_plus,Events with more than 100 reports,2
2025,3,100_plus,Events with more than 100 reports,3
2025,4,100_plus,Events with more than 100 reports,1
2025,5,100_plus,Events with more than 100 reports,3
2025,6,100_plus,Events with more than 100 reports,2
2025,7,100_plus,Events with more than 100 reports,1
2025,8,100_plus,Events with more than 100 reports,3
2025,9,100_plus,Events with more than 100 reports,1
2025,10,100_plus,Events with more than 100 reports,6
2025,11,100_plus,Events with more than 100 reports,8
2025,12,100_plus,Events with more than 100 reports,6
2026,1,one,Events with only one report,538
2026,2,one,Events with only one report,417
2026,3,one,Events with only one report,647
2026,4,one,Events with only one report,545
2026,5,one,Events with only one report,491
2026,6,one,Events with only one report,671
2026,7,one,Events with only one report,770
2026,8,one,Events with only one report,1081
2026,9,one,Events with only one report,0
2026,10,one,Events with only one report,0
2026,11,one,Events with only one report,0
2026,12,one,Events with only one report,0
2026,1,2_10,Events with 1< number of reports <= 10,191
2026,2,2_10,Events with 1< number of reports <= 10,155
2026,3,2_10,Events with 1< number of reports <= 10,312
2026,4,2_10,Events with 1< number of reports <= 10,244
2026,5,2_10,Events with 1< number of reports <= 10,204
2026,6,2_10,Events with 1< number of reports <= 10,268
2026,7,2_10,Events with 1< number of reports <= 10,293
2026,8,2_10,Events with 1< number of reports <= 10,376
2026,9,2_10,Events with 1< number of reports <= 10,0
2026,10,2_10,Events with 1< number of reports <= 10,0
2026,11,2_10,Events with 1< number of reports <= 10,0
2026,12,2_10,Events with 1< number of reports <= 10,0
2026,1,11_25,Events with 10< number of reports <= 25,22
2026,2,11_25,Events with 10< number of reports <= 25,19
2026,3,11_25,Events with 10< number of reports <= 25,22
2026,4,11_25,Events with 10< number of reports <= 25,26
2026,5,11_25,Events with 10< number of reports <= 25,16
2026,6,11_25,Events with 10< number of reports <= 25,34
2026,7,11_25,Events with 10< number of reports <= 25,35
2026,8,11_25,Events with 10< number of reports <= 25,25
2026,9,11_25,Events with 10< number of reports <= 25,0
2026,10,11_25,Events with 10< number of reports <= 25,0
2026,11,11_25,Events with 10< number of reports <= 25,0
2026,12,11_25,Events with 10< number of reports <= 25,0
2026,1,26_50,Events with 25< number of reports <= 50,8
2026,2,26_50,Events with 25< number of reports <= 50,13
2026,3,26_50,Events with 25< number of reports <= 50,6
2026,4,26_50,Events with 25< number of reports <= 50,14
2026,5,26_50,Events with 25< number of reports <= 50,14
2026,6,26_50,Events with 25< number of reports <= 50,7
2026,7,26_50,Events with 25< number of reports <= 50,11
2026,8,26_50,Events with 25< number of reports <= 50,9
2026,9,26_50,Events with 25< number of reports <= 50,0
2026,10,26_50,Events with 25< number of reports <= 50,0
2026,11,26_50,Events with 25< number of reports <= 50,0
2026,12,26_50,Events with 25< number of reports <= 50,0
2026,1,51_99,Events with 50< number of reports < 100,8
2026,2,51_99,Events with 50< number of reports < 100,7
2026,3,51_99,Events with 50< number of reports < 100,10
2026,4,51_99,Events with 50< number of reports < 100,4
2026,5,51_99,Events with 50< number of reports < 100,3
2026,6,51_99,Events with 50< number of reports < 100,6
2026,7,51_99,Events with 50< number of reports < 100,6
2026,8,51_99,Events with 50< number of reports < 100,7
2026,9,51_99,Events with 50< number of reports < 100,0
2026,10,51_99,Events with 50< number of reports < 100,0
2026,11,51_99,Events with 50< number of reports < 100,0
2026,12,51_99,Events with 50< number of reports < 100,0
2026,1,100_plus,Events with more than 100 reports,1
2026,2,100_plus,Events with more than 100 reports,3
2026,3,100_plus,Events with more than 100 reports,12
2026,4,100_plus,Events with more than 100 reports,6
2026,5,100_plus,Events with more than 100 reports,1
2026,6,100_plus,Events with more than 100 reports,8
2026,7,100_plus,Events with more than 100 reports,2
2026,8,100_plus,Events with more than 100 reports,3
2026,9,100_plus,Events with more than 100 reports,0
2026,10,100_plus,Events with more than 100 reports,0
2026,11,100_plus,Events with more than 100 reports,0
2026,12,100_plus,Events with more than 100 reports,0
